ensembl_gene_id	Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	X.x	external_gene_name.x	gene_biotype	description	percentage_gene_gc_content	X.y	ensembl_gene_id.y	external_gene_name.y	mmusculus_homolog_orthology_type
ENSMUSG00000022419	1451348_at	0.795504711328063	6.36537543171487	3.67004314036301	0.000873395724863922	0.034495872192853	-0.767484677606478	31276	Deptor	protein_coding	DEP domain-containing mTOR-interacting protein  [Source:UniProtKB/Swiss-Prot;Acc:Q570Y9]	44.32	11092	ENSG00000155792	DEPTOR	ortholog_one2one
ENSMUSG00000024084	1426622_a_at	1.15420329635293	9.56934394794146	4.91127334838724	2.55280903028134e-05	0.00316116410200979	2.55261857542394	11923	Qpct	protein_coding	glutaminyl-peptide cyclotransferase (glutaminyl cyclase) [Source:MGI Symbol;Acc:MGI:1917786]	42.98	4850	ENSG00000115828	QPCT	ortholog_one2one
ENSMUSG00000024843	1450264_a_at	-0.379310001688001	10.2946626920597	-3.98159816097426	0.000367318009803413	0.0190415486174644	0.0413284994235292	30373	Chka	protein_coding	Choline kinase alpha  [Source:UniProtKB/Swiss-Prot;Acc:O54804]	43.88	4133	ENSG00000110721	CHKA	ortholog_one2one
ENSMUSG00000025161	1449005_at	0.849365396282939	6.7885640651282	3.47892371257336	0.0014703063643977	0.048568147535503	-1.25114737466237	29186	Slc16a3	protein_coding	solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]	56.04	9153	ENSG00000141526	SLC16A3	ortholog_one2one
ENSMUSG00000025892	1421351_at	1.24244587691293	5.94422741464228	5.34205832302634	7.27788647135919e-06	0.00127111510854689	3.73996167729844	6177	Gria4	protein_coding	glutamate receptor, ionotropic, AMPA4 (alpha 4) [Source:MGI Symbol;Acc:MGI:95811]	36.76	10732	ENSG00000152578	GRIA4	ortholog_one2one
ENSMUSG00000025892	1440891_at	1.16103286004046	3.84238659873012	4.36675199085168	0.000123075332343306	0.00948606111301382	1.06821303676279	24907	Gria4	protein_coding	glutamate receptor, ionotropic, AMPA4 (alpha 4) [Source:MGI Symbol;Acc:MGI:95811]	36.76	10732	ENSG00000152578	GRIA4	ortholog_one2one
ENSMUSG00000025892	1435722_at	1.2197943893677	9.71736950518767	5.75411680736596	2.19048567743323e-06	0.00049684909062066	4.87671600775463	20665	Gria4	protein_coding	glutamate receptor, ionotropic, AMPA4 (alpha 4) [Source:MGI Symbol;Acc:MGI:95811]	36.76	10732	ENSG00000152578	GRIA4	ortholog_one2one
ENSMUSG00000026347	1428077_at	1.44909544689442	9.47679349405409	6.05161154515648	9.23496621081858e-07	0.000261424211511382	5.69411421132631	13400	Tmem163	protein_coding	Transmembrane protein 163  [Source:UniProtKB/Swiss-Prot;Acc:Q8C996]	45.26	10673	ENSG00000152128	TMEM163	ortholog_one2one
ENSMUSG00000026778	1426044_a_at	0.889611418043515	10.2085928326458	4.82193853459726	3.30913492612026e-05	0.00382114834832541	2.30735352190131	11134	Prkcq	protein_coding	protein kinase C, theta [Source:MGI Symbol;Acc:MGI:97601]	43.48	1014	ENSG00000065675	PRKCQ	ortholog_one2one
ENSMUSG00000027009	1436037_at	1.68335672958109	7.18657372005619	5.33483411537149	7.43284179893214e-06	0.00128978082691306	3.72001813242309	21021	Itga4	protein_coding	integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]	38.83	4744	ENSG00000115232	ITGA4	ortholog_one2one
ENSMUSG00000027434	1421112_at	0.566710119953331	10.3612043135963	4.61226292613778	6.07306973566378e-05	0.005767217294294	1.73399363804313	5586	Nkx2-2	protein_coding	NK2 homeobox 2 [Source:MGI Symbol;Acc:MGI:97347]	52.23	6487	ENSG00000125820	NKX2-2	ortholog_one2one
ENSMUSG00000027546	1427604_a_at	1.16851976602263	9.79970373382748	4.92596977530553	2.44603687831838e-05	0.00310695604284	2.59301204225746	13204	Atp9a	protein_coding	Mus musculus ATPase, class II, type 9A (Atp9a), transcript variant 4, mRNA. [Source:RefSeq mRNA;Acc:NM_001354977]	50.89	795	ENSG00000054793	ATP9A	ortholog_one2one
ENSMUSG00000027546	1415932_x_at	1.19434813851033	10.2563733009872	4.85260025442845	3.02729142865658e-05	0.0035446498166432	2.3914780897299	326	Atp9a	protein_coding	Mus musculus ATPase, class II, type 9A (Atp9a), transcript variant 4, mRNA. [Source:RefSeq mRNA;Acc:NM_001354977]	50.89	795	ENSG00000054793	ATP9A	ortholog_one2one
ENSMUSG00000027547	1424152_at	1.64360227938314	7.22969799959938	5.13509354103259	1.33065190917958e-05	0.00201213577980941	3.16885675642833	9460	Sall4	protein_coding	Sal-like protein 4  [Source:UniProtKB/Swiss-Prot;Acc:Q8BX22]	50.07	2681	ENSG00000101115	SALL4	ortholog_one2one
ENSMUSG00000029168	1449290_at	1.21163178245923	7.53389155906556	4.35766577208054	0.000126320104764364	0.00961096603285127	1.04371589613298	29319	Dpysl5	protein_coding	Mus musculus dihydropyrimidinase-like 5 (Dpysl5), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001356948]	47.89	11347	ENSG00000157851	DPYSL5	ortholog_one2one
ENSMUSG00000029664	1418547_at	1.79533937996317	4.91088077856733	4.93175091731932	2.40526409744245e-05	0.00306743620137691	2.6089048443723	3356	Tfpi2	protein_coding	tissue factor pathway inhibitor 2 [Source:MGI Symbol;Acc:MGI:108543]	38.85	3506	ENSG00000105825	TFPI2	ortholog_one2one
ENSMUSG00000030064	1426594_at	0.595737706456521	9.68270539567889	3.80859905484475	0.000595603568297563	0.0264893435732341	-0.410629585043146	11576	Frmd4b	protein_coding	Mus musculus FERM domain containing 4B (Frmd4b), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001346639]	44.62	4658	ENSG00000114541	FRMD4B	ortholog_one2one
ENSMUSG00000030087	1448181_at	-0.539237669104006	10.9569283257491	-4.40656157628347	0.000109801507619394	0.00879541725051083	1.17567383695803	28389	Klf15	protein_coding	Krueppel-like factor 15  [Source:UniProtKB/Swiss-Prot;Acc:Q9EPW2]	54.42	12463	ENSG00000163884	KLF15	ortholog_one2one
ENSMUSG00000031298	1439795_at	1.1225467298462	7.23655526501524	3.67877991042786	0.000852670340163856	0.0340479035824205	-0.745129108145903	24059	Adgrg2	protein_coding	Adhesion G-protein coupled receptor G2  [Source:UniProtKB/Swiss-Prot;Acc:Q8CJ12]	39.57	15256	ENSG00000173698	ADGRG2	ortholog_one2one
ENSMUSG00000031822	1455476_a_at	0.633020206576399	8.67145878707707	4.40459600362491	0.00011042240666017	0.00881020985802437	1.17036311459652	35656	Gse1	protein_coding	tic suppressor element 1  [Source:UniProtKB/Swiss-Prot;Acc:Q3U3C9]	54.52	7257	ENSG00000131149	GSE1	ortholog_one2one
ENSMUSG00000032020	1435703_at	0.556703633133935	8.62784865068471	3.52627148277836	0.00129340073304312	0.0451419380847653	-1.13232014613891	20501	Ubash3b	protein_coding	ubiquitin associated and SH3 domain containing, B [Source:MGI Symbol;Acc:MGI:1920078]	46.87	10910	ENSG00000154127	UBASH3B	ortholog_one2one
ENSMUSG00000034401	1418650_at	0.703999701669653	7.33455845670521	3.51401762641811	0.00133710604173285	0.0460718593621975	-1.1631385821926	3857	Spata6	protein_coding	Spermatosis-associated protein 6  [Source:UniProtKB/Swiss-Prot;Acc:Q3U6K5]	37.96	7393	ENSG00000132122	SPATA6	ortholog_one2one
ENSMUSG00000036622	1452747_at	0.487302737627194	5.84281384427176	5.03634670317062	1.77413166338505e-05	0.00244945873786054	2.8967277660807	32715	Atp13a2	protein_coding	Cation-transporting ATPase 13A2  [Source:UniProtKB/Swiss-Prot;Acc:Q9CTG6]	55.56	11552	ENSG00000159363	ATP13A2	ortholog_one2one
ENSMUSG00000037617	1419588_at	-0.483776929522424	9.43294281659959	-3.49340232466314	0.00141386974439584	0.0475608408191631	-1.21488349440944	4511	Spag1	protein_coding	Sperm-associated antigen 1  [Source:UniProtKB/Swiss-Prot;Acc:Q80ZX8]	46.26	3182	ENSG00000104450	SPAG1	ortholog_one2one
ENSMUSG00000040728	1454681_at	1.47475212401316	6.65359171653655	4.22500326964975	0.000184494974977578	0.0125184571162671	0.687409789196515	34852	Esrp1	protein_coding	Mus musculus epithelial splicing regulatory protein 1 (Esrp1), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001347052]	43.23	3174	ENSG00000104413	ESRP1	ortholog_one2one
ENSMUSG00000042097	1416586_at	0.617010002684793	9.05819341208308	3.86530632291055	0.000508649848298223	0.0238937513797487	-0.26322150844958	1026	Zfp239	protein_coding	zinc finger protein 239 [Source:MGI Symbol;Acc:MGI:1306812]	44.74	19772	ENSG00000196793	ZNF239	ortholog_one2one
ENSMUSG00000042734	1455649_at	0.865770251318397	7.26252645945108	4.06153313371714	0.000293272316137461	0.0166301114266876	0.252294234534694	35759	Ttc9	protein_coding	tetratricopeptide repeat domain 9 [Source:MGI Symbol;Acc:MGI:1916730]	46.09	7690	ENSG00000133985	TTC9	ortholog_one2one
ENSMUSG00000044548	1417937_at	0.947419127568309	6.00586902721572	3.8140328302039	0.000586680696241714	0.0262112411216967	-0.39653749323748	2599	Dact1	protein_coding	Dapper homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8R4A3]	46.56	12983	ENSG00000165617	DACT1	ortholog_one2one
ENSMUSG00000045083	1455888_at	1.3367539875153	5.81774970322237	5.02231944139678	1.84808391591853e-05	0.00249727254255289	2.85809971553388	36473	Lingo2	protein_coding	leucine rich repeat and Ig domain containing 2 [Source:MGI Symbol;Acc:MGI:2442298]	36.97	15397	ENSG00000174482	LINGO2	ortholog_one2one
ENSMUSG00000045211	1435902_at	0.670101737188036	9.43748445858926	4.76104887655628	3.94839135788344e-05	0.00430863118795838	2.14048677057251	20517	Nudt18	protein_coding	8-oxo-dGDP phosphatase NUDT18  [Source:UniProtKB/Swiss-Prot;Acc:Q3U2V3]	53.37	61035	ENSG00000275074	NUDT18	ortholog_one2one
ENSMUSG00000045994	1454821_at	0.660967757244421	9.76458771171858	3.99382390459514	0.000354910284835277	0.0187170981058792	0.0735123441433565	34626	B3gat1	protein_coding	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CW73]	48.69	4049	ENSG00000109956	B3GAT1	ortholog_one2one
ENSMUSG00000045994	1425691_at	0.684063572780335	5.59944841700875	4.57153795752714	6.83065414578965e-05	0.00625093436309943	1.62308658705083	10919	B3gat1	protein_coding	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CW73]	48.69	4049	ENSG00000109956	B3GAT1	ortholog_one2one
ENSMUSG00000048895	1433451_at	0.527758847940354	7.24513124764393	3.87973073785682	0.000488586951349838	0.0231914478925473	-0.225607441413358	18045	Cdk5r1	protein_coding	Cyclin-dependent kinase 5 activator 1 Cyclin-dependent kinase 5 activator 1, p35 Cyclin-dependent kinase 5 activator 1, p25 [Source:UniProtKB/Swiss-Prot;Acc:P61809]	54.16	15878	ENSG00000176749	CDK5R1	ortholog_one2one
ENSMUSG00000052727	1423274_at	1.02775453414615	9.81426667729644	4.81035159426303	3.42230155746908e-05	0.00389516795546347	2.27557951625821	8230	Map1b	protein_coding	microtubule-associated protein 1B [Source:MGI Symbol;Acc:MGI:1306778]	45.38	7329	ENSG00000131711	MAP1B	ortholog_one2one
ENSMUSG00000055415	1453352_at	0.93725055358223	8.6750094426254	3.69029860509927	0.000826073847775542	0.0332893084214623	-0.715624125242477	33488	Atp10b	protein_coding	ATPase, class V, type 10B [Source:MGI Symbol;Acc:MGI:2442688]	42.42	5350	ENSG00000118322	ATP10B	ortholog_one2one
ENSMUSG00000056367	1435605_at	-0.627147941836519	10.0300375819395	-3.81960183541237	0.000577670907454015	0.0259829173742241	-0.382087391318129	20563	Actr3b	protein_coding	Actin-related protein 3B  [Source:UniProtKB/Swiss-Prot;Acc:Q641P0]	45.36	7646	ENSG00000133627	ACTR3B	ortholog_one2one
ENSMUSG00000056608	1459450_at	-1.43762426727501	6.02253299137988	-4.75110921485775	4.06380159821531e-05	0.00437444134750261	2.11327327572882	38226	Chd9	protein_coding	Chromodomain-helicase-DNA-binding protein 9  [Source:UniProtKB/Swiss-Prot;Acc:Q8BYH8]	42.19	15989	ENSG00000177200	CHD9	ortholog_one2one
ENSMUSG00000058589	1457990_at	1.31208964694573	9.41170753454265	5.85140273602644	1.65079919012826e-06	0.000401914851502436	5.144467147346	37641	Anks1b	protein_coding	ankyrin repeat and sterile alpha motif domain-containing protein 1B isoform 6  [Source:RefSeq peptide;Acc:NP_001333982]	40.76	17965	ENSG00000185046	ANKS1B	ortholog_one2one
ENSMUSG00000063077	1455182_at	-0.785110501234257	10.1016410080664	-5.06319479397946	1.64071182747971e-05	0.00231559129251636	2.97068307846856	35196	Kif1b	protein_coding	Kinesin-like protein KIF1B  [Source:UniProtKB/Swiss-Prot;Acc:Q60575]	42.88	790	ENSG00000054523	KIF1B	ortholog_one2one
ENSMUSG00000068129	1419202_at	0.893067371184595	3.63013438408938	4.91827884710131	2.50134662659424e-05	0.0031345826764219	2.5718718770517	4358	Cst7	protein_coding	Cystatin-F  [Source:UniProtKB/Swiss-Prot;Acc:O89098]	48.19	1484	ENSG00000077984	CST7	ortholog_one2one
