ensembl_gene_id	Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	X.x	external_gene_name.x	gene_biotype	description	percentage_gene_gc_content	X.y	ensembl_gene_id.y	external_gene_name.y	mmusculus_homolog_orthology_type
ENSMUSG00000006205	1416749_at	-0.265817167943998	13.2268984545847	-4.6713741399909	5.11920379084808e-05	0.000951201383138565	1.66033672367216	1354	Htra1	protein_coding	Serine protease HTRA1  [Source:UniProtKB/Swiss-Prot;Acc:Q9R118]	48.47	13100	ENSG00000166033	HTRA1	ortholog_one2one
ENSMUSG00000006517	1448663_s_at	-1.83128981631728	9.88270932429749	-10.2468120519268	1.20087099295954e-11	5.77782702748941e-09	16.5775393318409	28562	Mvd	protein_coding	mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327]	54.17	13475	ENSG00000167508	MVD	ortholog_one2one
ENSMUSG00000006517	1417303_at	-1.88714570520505	8.63968597933779	-10.9984440300875	2.01922502068163e-12	1.52667834599393e-09	18.3017832375731	2013	Mvd	protein_coding	mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327]	54.17	13475	ENSG00000167508	MVD	ortholog_one2one
ENSMUSG00000015839	1457117_at	0.573036436338854	6.52778767037958	2.91529977586483	0.00643006396257927	0.0387304023390942	-2.95048531837703	37022	Nfe2l2	protein_coding	Nuclear factor erythroid 2-related factor 2  [Source:UniProtKB/Swiss-Prot;Acc:Q60795]	44.8	4886	ENSG00000116044	NFE2L2	ortholog_one2one
ENSMUSG00000016933	1435149_at	0.211786514058746	12.1126639917321	3.28807774478378	0.00244995905497684	0.0189828145323378	-2.04862594956635	19832	Plcg1	protein_coding	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1  [Source:UniProtKB/Swiss-Prot;Acc:Q62077]	49.32	6176	ENSG00000124181	PLCG1	ortholog_one2one
ENSMUSG00000018459	1438377_x_at	-0.634972407463948	11.5787941585972	-7.46546086359237	1.66223833872925e-08	1.74205869459893e-06	9.51846421619095	22946	Slc13a3	protein_coding	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:MGI Symbol;Acc:MGI:2149635]	50.38	11406	ENSG00000158296	SLC13A3	ortholog_one2one
ENSMUSG00000018459	1416560_at	-0.924518456984144	10.742931080365	-8.37534892148538	1.39961517326783e-09	2.62986862882367e-07	11.9419489915231	933	Slc13a3	protein_coding	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:MGI Symbol;Acc:MGI:2149635]	50.38	11406	ENSG00000158296	SLC13A3	ortholog_one2one
ENSMUSG00000020097	1415892_at	0.233332259000102	10.6671787777045	3.08680261530297	0.00414886494890876	0.027959933457682	-2.54274972606588	66	Sgpl1	protein_coding	Sphingosine-1-phosphate lyase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8R0X7]	41.66	13152	ENSG00000166224	SGPL1	ortholog_one2one
ENSMUSG00000020099	1453269_at	-1.10685521177771	7.19785783036161	-4.93573649496266	2.37754944417182e-05	0.00052767757142733	2.40572623002248	33693	Unc5b	protein_coding	unc-5 netrin receptor B [Source:MGI Symbol;Acc:MGI:894703]	53.99	3757	ENSG00000107731	UNC5B	ortholog_one2one
ENSMUSG00000020099	1435110_at	-1.1519969537555	9.07332343336735	-6.39600086446522	3.41825374870492e-07	1.87796968495025e-05	6.55344194414015	20224	Unc5b	protein_coding	unc-5 netrin receptor B [Source:MGI Symbol;Acc:MGI:894703]	53.99	3757	ENSG00000107731	UNC5B	ortholog_one2one
ENSMUSG00000020142	1423549_at	-0.596938226411446	10.7846585065158	-4.16894457942938	0.000216372350321706	0.00292877407692489	0.266241059724806	8177	Slc1a4	protein_coding	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:2135601]	46.5	4860	ENSG00000115902	SLC1A4	ortholog_one2one
ENSMUSG00000020142	1423550_at	-1.08022017623578	9.78462142464035	-7.88290994076869	5.27563768165029e-09	7.29363690196156e-07	10.643108783197	8178	Slc1a4	protein_coding	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:2135601]	46.5	4860	ENSG00000115902	SLC1A4	ortholog_one2one
ENSMUSG00000020256	1436119_at	-0.79026400901749	7.69940716839781	-3.83182899632043	0.000558359594280054	0.00616077446711714	-0.644039998560345	20960	Aldh1l2	protein_coding	Mitochondrial 10-formyltetrahydrofolate dehydrogenase  [Source:UniProtKB/Swiss-Prot;Acc:Q8K009]	45.88	8144	ENSG00000136010	ALDH1L2	ortholog_one2one
ENSMUSG00000020467	1427183_at	-0.606123209359248	10.7176957656869	-3.69031712187094	0.000826031748119993	0.00828248757863921	-1.01809256638465	12569	Efemp1	protein_coding	EGF-containing fibulin-like extracellular matrix protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BPB5]	38.74	4780	ENSG00000115380	EFEMP1	ortholog_one2one
ENSMUSG00000021115	1458951_at	0.695994972042969	7.85588194064455	5.6573719865316	2.90294732250343e-06	0.000100148729497443	4.45814480692345	38048	Vrk1	protein_coding	vaccinia related kinase 1 [Source:MGI Symbol;Acc:MGI:1261847]	45.24	2617	ENSG00000100749	VRK1	ortholog_one2one
ENSMUSG00000021115	1425006_a_at	0.385893862680724	8.58896564752212	3.16843104336778	0.00335601420446551	0.0239549064204025	-2.34428546390568	10233	Vrk1	protein_coding	vaccinia related kinase 1 [Source:MGI Symbol;Acc:MGI:1261847]	45.24	2617	ENSG00000100749	VRK1	ortholog_one2one
ENSMUSG00000021476	1444908_at	0.976766954659462	9.03143434317645	7.84587826600401	5.83620890367453e-09	7.87987605121929e-07	10.5441911958667	26834	Habp4	protein_coding	hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062]	46.31	7211	ENSG00000130956	HABP4	ortholog_one2one
ENSMUSG00000021670	1451766_at	-0.499542540452422	4.96700953313059	-3.45529961215389	0.00156708455569492	0.0135372062203733	-1.62661901267154	31910	Hmgcr	protein_coding	3-hydroxy-3-methylglutaryl-coenzyme A reductase  [Source:UniProtKB/Swiss-Prot;Acc:Q01237]	44.12	4489	ENSG00000113161	HMGCR	ortholog_one2one
ENSMUSG00000021670	1427229_at	-0.96749367206602	9.83001774903292	-5.81171306587254	1.85264965246082e-06	6.94134438354303e-05	4.89760617496231	12763	Hmgcr	protein_coding	3-hydroxy-3-methylglutaryl-coenzyme A reductase  [Source:UniProtKB/Swiss-Prot;Acc:Q01237]	44.12	4489	ENSG00000113161	HMGCR	ortholog_one2one
ENSMUSG00000021697	1434789_at	-1.4759027651011	6.20652944579801	-7.64850534197817	1.00245527033068e-08	1.17899878182781e-06	10.0141536599799	19499	Depdc1b	protein_coding	DEP domain-containing protein 1B  [Source:UniProtKB/Swiss-Prot;Acc:Q8BH88]	43.71	579	ENSG00000035499	DEPDC1B	ortholog_one2one
ENSMUSG00000022012	1436799_at	-0.617696021082978	7.38142706057382	-3.55561817352251	0.00119426801594934	0.0109543561081662	-1.36893683997913	21666	Enox1	protein_coding	Ecto-NOX disulfide-thiol exchanger 1 Hydroquinone [NADH] oxidase Protein disulfide-thiol oxidoreductase [Source:UniProtKB/Swiss-Prot;Acc:Q8BHR2]	43.16	5662	ENSG00000120658	ENOX1	ortholog_one2one
ENSMUSG00000022018	1418003_at	-0.785317080985447	10.5428303977973	-6.78326401007038	1.12966759959442e-07	8.09189398507731e-06	7.63920257192538	2858	Rgcc	protein_coding	Regulator of cell cycle RGCC  [Source:UniProtKB/Swiss-Prot;Acc:Q9DBX1]	47.24	2949	ENSG00000102760	RGCC	ortholog_one2one
ENSMUSG00000022146	1418675_at	-0.679715917621746	4.78814416745995	-3.68290973665145	0.000843040440131441	0.00841318327353045	-1.03752297573411	3593	Osmr	protein_coding	oncostatin M receptor [Source:MGI Symbol;Acc:MGI:1330819]	43.11	9788	ENSG00000145623	OSMR	ortholog_one2one
ENSMUSG00000022325	1428458_at	0.607407533673001	7.47584799477958	3.77640677066175	0.000651241166266929	0.00690720214923392	-0.791165332721391	13936	Pop1	protein_coding	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914974]	42.55	3163	ENSG00000104356	POP1	ortholog_one2one
ENSMUSG00000022351	1415993_at	-0.999100078305798	10.9157819972017	-8.09625608865237	2.95811986281533e-09	4.76204363071858e-07	11.2096467764163	348	Sqle	protein_coding	squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296]	44.31	3194	ENSG00000104549	SQLE	ortholog_one2one
ENSMUSG00000022371	1427168_a_at	-1.02259268252638	3.34757829526673	-4.05587552104442	0.000297992993833807	0.00374066194719683	-0.0417813465780874	12688	Col14a1	protein_coding	Collagen alpha-1(XIV) chain  [Source:UniProtKB/Swiss-Prot;Acc:Q80X19]	41.62	18958	ENSG00000187955	COL14A1	ortholog_one2one
ENSMUSG00000022769	1418206_at	-1.72700834683066	7.70921863461151	-10.3293640850361	9.83814493315537e-12	5.29508970088727e-09	16.7707502100761	3281	Sdf2l1	protein_coding	Stromal cell-derived factor 2-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9ESP1]	55.66	6803	ENSG00000128228	SDF2L1	ortholog_one2one
ENSMUSG00000022912	1426246_at	0.28538302543296	11.7508737344853	3.32117012149261	0.00224402463026533	0.0177570401530216	-1.96589919544681	11763	Pros1	protein_coding	protein S (alpha) [Source:MGI Symbol;Acc:MGI:1095733]	39.37	17821	ENSG00000184500	PROS1	ortholog_one2one
ENSMUSG00000023169	1415903_at	1.14334825081747	6.29249508553819	6.03633522297389	9.65279610046262e-07	4.15344905379662e-05	5.53602938780193	261	Slc38a1	protein_coding	Sodium-coupled neutral amino acid transporter 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8K2P7]	46.2	4222	ENSG00000111371	SLC38A1	ortholog_one2one
ENSMUSG00000023169	1454764_s_at	2.5000167180807	9.60701739014509	7.98962585057808	3.94724739891771e-09	5.87837370976164e-07	10.9272093022284	34718	Slc38a1	protein_coding	Sodium-coupled neutral amino acid transporter 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8K2P7]	46.2	4222	ENSG00000111371	SLC38A1	ortholog_one2one
ENSMUSG00000024109	1428240_at	-0.362510536197162	11.120612135787	-2.84234652869969	0.00772229707411261	0.0439622702740132	-3.11988825403501	13856	Nrxn1	protein_coding	Neurexin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CS84]	37.19	16531	ENSG00000179915	NRXN1	ortholog_one2one
ENSMUSG00000024109	1433413_at	-1.04019335202416	7.64738997212761	-3.19967083556565	0.00309262034200186	0.0224985472990307	-2.26762216193545	18135	Nrxn1	protein_coding	Neurexin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CS84]	37.19	16531	ENSG00000179915	NRXN1	ortholog_one2one
ENSMUSG00000024378	1429240_at	-0.691117820718178	8.73134261828026	-4.01839520110886	0.00033120108634061	0.00403734759951865	-0.143314156102347	14999	Stard4	protein_coding	StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764]	40.66	12602	ENSG00000164211	STARD4	ortholog_one2one
ENSMUSG00000024378	1455011_at	-0.847784346994466	9.71609147132422	-5.66129731559643	2.86995269317354e-06	9.95572702145142e-05	4.46932640659516	35482	Stard4	protein_coding	StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764]	40.66	12602	ENSG00000164211	STARD4	ortholog_one2one
ENSMUSG00000024587	1452866_at	0.209626499662848	11.2309397817406	3.58438389214535	0.0011042483178776	0.0103285435446843	-1.29446471233989	32985	Nars	protein_coding	Asparagine--tRNA ligase, cytoplasmic  [Source:UniProtKB/Swiss-Prot;Acc:Q8BP47]	44.35	7789	ENSG00000134440	NARS	ortholog_one2one
ENSMUSG00000024924	1417900_a_at	-0.579671716874962	8.77156298298893	-3.57454626124482	0.00113426956327922	0.0105321491294437	-1.3199619848654	2534	Vldlr	protein_coding	very low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:98935]	43.62	10149	ENSG00000147852	VLDLR	ortholog_one2one
ENSMUSG00000024924	1438258_at	-0.632608401159622	9.39698469396574	-3.39167720517185	0.00185920847528721	0.0154270094415327	-1.7883284936655	22856	Vldlr	protein_coding	very low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:98935]	43.62	10149	ENSG00000147852	VLDLR	ortholog_one2one
ENSMUSG00000024924	1434465_x_at	-0.321308288395239	11.2464073783975	-2.89601681823698	0.00675028000866798	0.0400214976988894	-2.99550443932312	18825	Vldlr	protein_coding	very low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:98935]	43.62	10149	ENSG00000147852	VLDLR	ortholog_one2one
ENSMUSG00000025153	1423828_at	-0.467401745642784	11.4250974220859	-3.61081270563419	0.00102735453203721	0.0097558741521656	-1.22582178115733	8796	Fasn	protein_coding	Fatty acid synthase [Acyl-carrier-protein] S-acetyltransferase [Acyl-carrier-protein] S-malonyltransferase 3-oxoacyl-[acyl-carrier-protein] synthase 3-oxoacyl-[acyl-carrier-protein] reductase 3-hydroxyacyl-[acyl-carrier-protein] dehydratase Enoyl-[acyl-carrier-protein] reductase Oleoyl-[acyl-carrier-protein] hydrolase [Source:UniProtKB/Swiss-Prot;Acc:P19096]	57.75	14084	ENSG00000169710	FASN	ortholog_one2one
ENSMUSG00000025190	1450970_at	0.439455737030395	9.53256838486009	4.0700388702142	0.000286312787604957	0.00363093553130807	-0.00333710053781822	31476	Got1	protein_coding	glutamic-oxaloacetic transaminase 1, soluble [Source:MGI Symbol;Acc:MGI:95791]	47.39	5563	ENSG00000120053	GOT1	ortholog_one2one
ENSMUSG00000025221	1436275_at	-0.854899361356768	6.82111807569023	-3.60181261578018	0.00105293893331664	0.00994180708098669	-1.24922098824304	20982	Kcnip2	protein_coding	Kv channel-interacting protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9JJ69]	50.44	5561	ENSG00000120049	KCNIP2	ortholog_one2one
ENSMUSG00000025810	1418084_at	-0.497864861725052	8.5087819417805	-3.17661285096025	0.00328503475831667	0.023590293702023	-2.32424436708898	2696	Nrp1	protein_coding	Neuropilin-1  [Source:UniProtKB/Swiss-Prot;Acc:P97333]	41.89	2276	ENSG00000099250	NRP1	ortholog_one2one
ENSMUSG00000026227	1452354_at	-0.7742617909236	9.96297422793046	-4.66871035908234	5.15880240777231e-05	0.000956320901685987	1.65285868556485	32579	2810459M11Rik	protein_coding	Uncharacterized   [Source:UniProtKB/Swiss-Prot;Acc:Q9CYS6]	48.84	22794	ENSG00000204128	C2orf72	ortholog_one2one
ENSMUSG00000026274	1450993_at	1.13591222602654	6.58200871300407	6.3588643463195	3.80350866329051e-07	2.02403822021032e-05	6.44874253150997	31244	Pask	protein_coding	PAS domain-containing serine/threonine-protein kinase  [Source:UniProtKB/Swiss-Prot;Acc:Q8CEE6]	46.24	4834	ENSG00000115687	PASK	ortholog_one2one
ENSMUSG00000026424	1424146_at	-0.389912051635344	12.4158585309374	-5.37510908425259	6.60915327116458e-06	0.000192544644152139	3.65397822059074	9657	Gpr37l1	protein_coding	G protein-coupled receptor 37-like 1 [Source:MGI Symbol;Acc:MGI:1928503]	49.36	14185	ENSG00000170075	GPR37L1	ortholog_one2one
ENSMUSG00000026946	1425719_a_at	0.614640777341375	9.42567781078262	5.81430523848389	1.83874063956954e-06	6.90996556325809e-05	4.9049827148239	11132	Nmi	protein_coding	N-myc-interactor  [Source:UniProtKB/Swiss-Prot;Acc:O35309]	41.56	6116	ENSG00000123609	NMI	ortholog_one2one
ENSMUSG00000027111	1422444_at	-0.475829977494914	10.2558449700199	-3.05528397837162	0.00450023688968755	0.0297563726322548	-2.61864279234631	6913	Itga6	protein_coding	Integrin alpha-6 Integrin alpha-6 heavy chain Integrin alpha-6 light chain [Source:UniProtKB/Swiss-Prot;Acc:Q61739]	44.58	2099	ENSG00000091409	ITGA6	ortholog_one2one
ENSMUSG00000027239	1416006_at	-0.313822984345318	10.7412925319255	-3.11171678009467	0.00388972096208084	0.0266720123409365	-2.48246498387534	411	Mdk	protein_coding	Midkine  [Source:UniProtKB/Swiss-Prot;Acc:P12025]	57.4	4113	ENSG00000110492	MDK	ortholog_one2one
ENSMUSG00000027536	1431176_at	-0.423495103671968	5.44531348254804	-2.85235282572576	0.0075316481433768	0.0432315814936753	-3.09680171961054	16508	Chmp4c	protein_coding	Charged multivesicular body protein 4c  [Source:UniProtKB/Swiss-Prot;Acc:Q9D7F7]	41.7	12733	ENSG00000164695	CHMP4C	ortholog_one2one
ENSMUSG00000027806	1453012_at	0.614143754996448	8.73028208895036	4.25627591082997	0.000168768321245363	0.00240273378335904	0.505793038706453	33625	Tsc22d2	protein_coding	TSC22 domain family, member 2 [Source:MGI Symbol;Acc:MGI:1919283]	35.79	19630	ENSG00000196428	TSC22D2	ortholog_one2one
ENSMUSG00000027883	1424895_at	0.488778766748746	9.5684688345911	3.51536024827407	0.00133224868000878	0.0119170582630081	-1.47273095611707	10263	Gpsm2	protein_coding	G-protein-signaling modulator 2  [Source:UniProtKB/Swiss-Prot;Acc:Q8VDU0]	43.52	5917	ENSG00000121957	GPSM2	ortholog_one2one
ENSMUSG00000028174	1450197_at	-0.998650841081782	10.2926078412621	-4.99107542864701	2.02402546480922e-05	0.000465408607060224	2.56244074966303	30470	Rpe65	protein_coding	Retinoid isomerohydrolase  [Source:UniProtKB/Swiss-Prot;Acc:Q91ZQ5]	37.87	5155	ENSG00000116745	RPE65	ortholog_one2one
ENSMUSG00000028189	1429943_at	-0.485129017278139	8.86426335809404	-3.15250453603727	0.00349839392032658	0.0247034687436003	-2.38322036776274	15170	Ctbs	protein_coding	Di-N-acetylchitobiase  [Source:UniProtKB/Swiss-Prot;Acc:Q8R242]	38.69	5220	ENSG00000117151	CTBS	ortholog_one2one
ENSMUSG00000028247	1436351_at	0.361788170816968	8.45930973575033	3.58145871202011	0.00111309376204942	0.0103776548484672	-1.30204929326568	21151	Coq3	protein_coding	Mus musculus coenzyme Q3 methyltransferase (Coq3), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001356348]	40.88	7443	ENSG00000132423	COQ3	ortholog_one2one
ENSMUSG00000028444	1419429_at	-0.398207214451848	11.1294061090243	-3.79460717494517	0.000619192475999712	0.00666298104892269	-0.742937078633095	4043	Cntfr	protein_coding	Ciliary neurotrophic factor receptor subunit alpha  [Source:UniProtKB/Swiss-Prot;Acc:O88507]	54.82	6009	ENSG00000122756	CNTFR	ortholog_one2one
ENSMUSG00000028444	1431663_a_at	-0.632927298867296	6.53030157296702	-3.74292424568136	0.000714466890554789	0.00740950232187045	-0.879661275712997	16925	Cntfr	protein_coding	Ciliary neurotrophic factor receptor subunit alpha  [Source:UniProtKB/Swiss-Prot;Acc:O88507]	54.82	6009	ENSG00000122756	CNTFR	ortholog_one2one
ENSMUSG00000028763	1418669_at	-0.411030326608341	6.23521716325853	-2.99253151176765	0.00528549145429229	0.033454411228035	-2.76847522991271	3766	Hspg2	protein_coding	perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257]	53.92	9333	ENSG00000142798	HSPG2	ortholog_one2one
ENSMUSG00000028782	1435558_at	-0.604890585551246	8.72682456850844	-4.02525188901488	0.000324866443152336	0.00398874227142986	-0.12476182549084	20344	Adgrb2	protein_coding	Adhesion G protein-coupled receptor B2  [Source:UniProtKB/Swiss-Prot;Acc:Q8CGM1]	56.12	5892	ENSG00000121753	ADGRB2	ortholog_one2one
ENSMUSG00000029446	1415673_at	-0.402367105353679	10.7972693201086	-4.53064971704437	7.68526383011425e-05	0.00131066354954499	1.2663637353839	324	Psph	protein_coding	phosphoserine phosphatase [Source:MGI Symbol;Acc:MGI:97788]	46.32	9956	ENSG00000146733	PSPH	ortholog_one2one
ENSMUSG00000030268	1455699_at	1.30097064202804	7.76018317164511	3.99511977891474	0.0003536194101999	0.00426316794643046	-0.206215667022269	35674	Bcat1	protein_coding	Branched-chain-amino-acid aminotransferase, cytosolic  [Source:UniProtKB/Swiss-Prot;Acc:P24288]	46.28	892	ENSG00000060982	BCAT1	ortholog_one2one
ENSMUSG00000030268	1450871_a_at	0.622874684795756	11.0260816891533	3.54110465874988	0.00124234000426711	0.0112973960010028	-1.40641446010629	30647	Bcat1	protein_coding	Branched-chain-amino-acid aminotransferase, cytosolic  [Source:UniProtKB/Swiss-Prot;Acc:P24288]	46.28	892	ENSG00000060982	BCAT1	ortholog_one2one
ENSMUSG00000030268	1430111_a_at	0.678995279730834	6.61894778195382	3.22264397507724	0.00291163942273023	0.0214921222382144	-2.21100162547661	15666	Bcat1	protein_coding	Branched-chain-amino-acid aminotransferase, cytosolic  [Source:UniProtKB/Swiss-Prot;Acc:P24288]	46.28	892	ENSG00000060982	BCAT1	ortholog_one2one
ENSMUSG00000030341	1417291_at	-0.395758915077161	9.63408338582845	-3.10337636179992	0.00397471092790475	0.0271084504973401	-2.50267495023934	2262	Tnfrsf1a	protein_coding	tumor necrosis factor receptor superfamily, member 1a [Source:MGI Symbol;Acc:MGI:1314884]	53.49	1074	ENSG00000067182	TNFRSF1A	ortholog_one2one
ENSMUSG00000030681	1448618_at	-0.439928180549037	7.9701276442964	-2.86892068257543	0.00722566447276886	0.0419932238896001	-3.05847144311383	28737	Mvp	protein_coding	major vault protein [Source:MGI Symbol;Acc:MGI:1925638]	49.45	376	ENSG00000013364	MVP	ortholog_one2one
ENSMUSG00000031349	1416222_at	-0.894322668424008	10.4936490286455	-11.1142135552026	1.54416024138359e-12	1.29038969645094e-09	18.5604392660664	1172	Nsdhl	protein_coding	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating  [Source:UniProtKB/Swiss-Prot;Acc:Q9R1J0]	43.13	10083	ENSG00000147383	NSDHL	ortholog_one2one
ENSMUSG00000031539	1432125_at	0.501588024560636	4.591965518499	2.80160375616307	0.00854627026109838	0.0473411896119748	-3.21339139414013	17715	Ap3m2	protein_coding	AP-3 complex subunit mu-2  [Source:UniProtKB/Swiss-Prot;Acc:Q8R2R9]	47.24	1198	ENSG00000070718	AP3M2	ortholog_one2one
ENSMUSG00000031604	1459627_at	-1.15374177711266	9.65591854664424	-5.63729250388956	3.07777330664665e-06	0.000104730087234367	4.40094415680969	38173	Msmo1	protein_coding	Methylsterol monooxygenase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CRA4]	42.77	763	ENSG00000052802	MSMO1	ortholog_one2one
ENSMUSG00000031604	1423078_a_at	-1.2122194481311	12.2161454983843	-14.9355859380373	5.27710355585925e-16	1.6757442341631e-12	26.1393521483588	7718	Msmo1	protein_coding	Methylsterol monooxygenase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CRA4]	42.77	763	ENSG00000052802	MSMO1	ortholog_one2one
ENSMUSG00000031700	1438385_s_at	0.232831141972484	12.598391674871	3.66421882349809	0.000887482809793326	0.00871968336169154	-1.08648250933236	22829	Gpt2	protein_coding	glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:MGI Symbol;Acc:MGI:1915391]	48.52	13116	ENSG00000166123	GPT2	ortholog_one2one
ENSMUSG00000031700	1455007_s_at	0.278508627998985	11.7629013082935	3.10078251606694	0.00400150036072109	0.0272268360734301	-2.5089543231201	35067	Gpt2	protein_coding	glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:MGI Symbol;Acc:MGI:1915391]	48.52	13116	ENSG00000166123	GPT2	ortholog_one2one
ENSMUSG00000032018	1434520_at	-0.623938705720001	9.37984640049845	-6.28542787389684	4.69920095071052e-07	2.36486729302397e-05	6.24144217263473	19072	Sc5d	protein_coding	sterol-C5-desaturase [Source:MGI Symbol;Acc:MGI:1353611]	44.68	4046	ENSG00000109929	SC5D	ortholog_one2one
ENSMUSG00000032018	1451457_at	-0.819788643123911	10.8777451605907	-8.5461281232006	8.89684213602319e-10	1.81102065403472e-07	12.384985356964	31955	Sc5d	protein_coding	sterol-C5-desaturase [Source:MGI Symbol;Acc:MGI:1353611]	44.68	4046	ENSG00000109929	SC5D	ortholog_one2one
